AT,V,AP,RH,PE,PC1,PC2,PC3,PC4,PC5
25.31,61.5,1009.31,63.31,437.03,21.83550992,-2.204203404,-3.614151719,1.419632336,1.769179807
29.13,68.3,1014.96,37.08,437.25,35.11325671,-25.23334282,4.868267376,0.324317035,0.756643961
8.42,43.14,1011.62,80.32,483.49,-32.14664425,-4.181251012,1.701724914,-9.852304287,0.2616274
30.76,73.17,1009.89,50.43,430.98,38.26110916,-9.4163208,2.419576701,-1.522438884,0.409734807
28.46,49.16,1004.61,38.1,438.02,25.81887506,-28.35275308,-14.57884335,1.436643145,0.782417387
18.15,41.67,1012.75,52.69,464.44,-6.299236089,-24.93776735,-5.12204283,-0.980944705,-0.232127659
28.71,71.64,1005.21,71.11,432.05,29.13215003,9.439976499,-1.53017763,-3.157027564,0.121953742
9.65,44.68,1022.9,98.08,476.71,-34.08612745,13.1650001,7.448764671,2.494581406,-1.28136486
7.28,38.56,1018.96,67.98,485.57,-32.66839091,-18.11579056,4.425062791,-4.376974469,1.217756134
16.26,44.89,1010.48,86.57,456.86,-11.99439396,9.364860546,-7.305402304,2.108388564,0.761883277
25.86,60.32,1015.91,53.37,446.58,17.4192349,-14.94223741,3.055941058,1.537436262,-1.230151659
11.6,39.96,1011.65,80.79,473.22,-25.58341997,-1.798119947,-4.06031159,-3.221856018,0.280720597
21.43,63.47,1011.95,94.47,448.17,1.935505869,23.6977802,2.763917396,-0.480055425,-1.351493962
28,74.22,1008.68,66,433.94,30.26945309,4.51024876,3.270410795,-3.192399911,0.614930143
28.83,72.43,1006.69,67.04,428.85,33.14122967,6.591595576,-0.969972512,-1.265059897,1.368723608
12.42,43.14,1015.88,79.48,471.1,-22.29839299,-2.06591533,0.1206502,-0.665560392,0.180747909
33.37,71.37,1003.75,45.26,432.67,39.64884544,-14.39642162,-2.462653851,-6.239674229,-1.716529385
7.41,40.81,1026.15,88.96,488.48,-42.16489352,0.226634181,11.11121131,0.246864583,-2.344746232
14.54,42.77,1019.61,81.82,466.37,-19.77457167,0.870957094,0.514882023,4.829506115,-0.84230227
26.63,61.47,1008.18,69,444.16,15.2168449,1.259471876,-2.384516248,-2.191741882,-2.215214721
29.87,69.13,1001.08,72.75,426.47,32.15111115,12.25641361,-7.860438931,-2.160031369,0.766892654
14.97,42.28,1007.31,79.25,466.62,-17.56710231,-0.333632005,-7.756881694,-4.296536091,-0.249240092
34.62,69.05,1000.68,38.35,425.41,46.97830193,-19.07190233,-8.336254026,-4.470530842,0.184891191
32.11,78.05,1010.36,58.78,431.31,37.75170813,-0.580211301,5.815809036,-2.847008221,-1.606202073
4.69,39.42,1024.58,79.35,486.34,-38.46825957,-8.27053545,8.976876002,-0.236760558,1.906233095
17.1,48.98,1016.48,85.63,454.43,-8.390831666,9.563348144,-1.460199537,5.715704975,0.627665654
13.77,42.86,1012.86,88.83,471.94,-25.64902277,6.594967378,-2.122325648,-2.274617641,-2.119640079
21.75,59.8,1016.65,72.94,453.17,3.933413228,1.059881744,5.332085721,0.575299115,-1.515377869
24.98,58.05,1011.69,69.97,447.15,10.07979765,0.058925446,-1.302911272,0.566656135,-2.11126811
26.48,73.06,1008.07,90.73,433.31,20.70603139,27.20622064,1.543700394,-0.827878655,-0.312019726
13.78,40,1018.38,68.67,458.74,-10.9848592,-9.793901883,-4.221801916,7.677647532,3.557294679
5.54,41.38,1020.47,82.91,490.07,-40.67186656,-5.018166291,8.636034739,-5.59109824,-0.049222434
22.07,69.94,1011.18,80.86,440.09,16.16621161,15.0998934,4.308239184,-1.393918107,2.353257315
30.45,43.21,1011.35,63.59,438.68,12.85835967,-7.320239854,-14.77185088,11.17730916,-4.667949744
21.79,61.45,1011.11,91.78,446.99,2.978761844,21.10597086,0.486113727,0.213289952,-1.088579632
15.81,54.3,1017.8,68.45,461.63,-5.178836196,-6.960917161,5.796402587,-0.755148304,1.523670483
6.86,38.08,1019.62,77.37,486.92,-37.51492078,-10.03000682,4.809100102,-3.542661994,0.157243276
10.23,43.72,1011.18,97.93,471.61,-29.21045405,15.43633807,-2.524319234,-3.24574138,0.536332692
22.09,65.59,1015.54,72.44,447.28,11.42428192,3.808622777,6.647004094,-0.221687735,0.429104225
28.37,75.6,1017.48,55.19,439.25,30.12448839,-7.471876346,11.81052569,-0.752139611,-0.817805149
10.07,40.92,1021.43,97.15,467.01,-28.37862011,14.09078285,0.839044602,7.717185186,1.370633746
26.02,59.57,1011.16,76.93,446.5,9.143412623,7.108698469,-1.085990078,0.419719472,-3.486854612
25.96,60.95,1014.52,50.03,444.19,20.86155858,-17.0612354,1.878944994,1.07022092,-0.106165309
11.3,25.36,1008.66,96.18,471.19,-36.70318232,9.444449029,-16.85212084,3.71139249,-0.91020739
15.12,41.04,1025.95,69.67,460.58,-12.68372387,-9.912547261,1.830355397,12.06734919,1.155338534
15.08,37.85,1009.85,85.9,465.58,-21.73547321,4.638187716,-9.588162117,0.72478005,-1.104335956
32.95,67.9,1005.88,45.15,425.89,42.40195725,-13.82588195,-5.524599573,0.129059617,0.49554598
23.8,48.6,1002.43,67.32,440.89,11.63302933,-2.161955334,-15.54992798,0.869096648,1.387132189
6.86,41.38,1021.35,90.78,487.49,-41.40846506,2.838318183,8.078969498,-2.974998866,-1.348790338
17.3,58.59,1015.52,87.17,454.88,-4.335223913,13.47146874,4.525875766,0.39315166,0.689048593
26.85,75.6,1017.43,74.55,433.48,26.68928094,11.89361601,9.722046497,3.449638058,0.437493462
26.82,60.96,1012.25,57.41,449.81,14.72081413,-11.50599986,1.93161692,-2.577436437,-3.278520459
7.87,41.17,1020.33,77.77,486.2,-35.39273332,-8.731690186,7.018742057,-4.038639204,-0.500695402
15.58,40.66,1016.34,87.42,460.61,-18.02315896,7.391379028,-5.108649893,6.678870183,-0.47271784
24.39,60.84,1018.5,61.73,442.72,16.58347244,-6.374117066,3.870382836,5.617074876,0.354350875
11.93,41.38,1021.76,57.63,473.88,-18.05934858,-24.04555309,4.15186773,1.318597236,1.52292157
6.67,36.08,1022.31,83.51,486.52,-40.86328078,-5.086101318,4.972899363,0.073958429,-0.452109003
29.45,68.84,1011.64,59.7,438.41,26.80530508,-4.199654137,2.928625104,-1.003529434,-1.975185421
22.26,60.77,1018.26,85.94,442.58,7.162699007,15.94846411,3.360564052,7.421178188,-0.069670206
25.64,47.01,1014.81,62.29,454.48,2.014253874,-12.18709243,-4.359286875,4.031748676,-5.008965752
22.46,58.33,1013.21,68.68,445.9,10.59966352,-0.915742359,-0.202504093,1.859269964,0.692981466
24.12,51.43,1006.55,83.77,441.49,6.172523971,13.11664258,-11.13065974,3.68143948,-0.927240953
31.85,68.3,1014.76,47.06,428.72,38.41920356,-13.70776972,1.520214182,5.225665751,-0.137168505
25.63,58.86,1014.86,52.75,443.84,18.93624979,-15.04733281,0.551915765,2.679479369,-0.093395013
17.09,42.42,1009.03,72.01,464.11,-12.61684875,-6.460942706,-7.425268992,-2.372506126,-0.823082399
26.22,69.89,1015.46,76.63,433.61,23.06262892,12.49780748,4.629967701,4.770240105,0.622673181
8.26,39.42,1025.89,70.53,474.72,-26.01353699,-13.39166474,5.930682699,5.716348226,3.007560642
23.2,73.17,1012,89.92,438.64,15.73593308,24.59577576,6.25952424,-0.796511282,0.922533563
20.92,63.86,1020.49,72.98,449.09,8.089674397,2.814535967,9.396067176,3.350980839,0.482728071
6.67,39.37,1019.99,75.61,486.84,-36.28248458,-11.33650713,5.959324231,-4.00364966,0.581192291
29.6,71.94,1007.07,62.65,429.02,34.5753286,2.341314647,-0.997391844,-1.148193131,0.991281373
23.27,67.9,1006.17,71.01,447.25,14.66459687,4.14384314,1.989463378,-8.235835436,0.229260657
28.43,63.31,1013.44,49.99,432.62,31.19673886,-13.24291364,-1.165415258,4.783464291,1.39435521
13.84,42.18,1015.74,79.76,468.66,-20.6752107,-1.374696498,-1.562450526,0.958479865,-0.457030237
11.42,40.35,1011.55,82.71,478.7,-30.04027231,-1.38524362,-2.146105946,-5.915923047,-1.438325643
23.66,69.51,1012.9,52.59,435.39,29.91595155,-9.965947786,4.058548327,0.032655635,5.092800862
26.09,70.4,1007.41,85.37,432.52,21.87321751,21.85637156,-0.786596151,-0.159145247,0.763296516
18.5,47.03,1013.97,93.6,460.08,-15.53912367,15.17573932,-2.959237419,2.891542734,-3.204563442
16.28,42.99,1007.5,77.27,464.13,-14.33196577,-1.313289161,-8.047061836,-3.393218794,-0.474577187
8.61,41.04,1024.81,95.6,473.62,-33.34608457,10.53860916,5.41571161,6.799779676,0.606536161
26.11,62.44,1010.68,72.59,438.87,17.67488218,5.953758624,-1.784764506,1.949274183,-0.557653716
5,40.64,1021.05,94.84,485.27,-42.22129351,6.992524436,6.806001154,-1.587692665,0.662680122
22.95,63.94,1013.91,81.52,438.33,14.14048091,14.32549462,1.344048616,4.400955124,1.522450372
15.92,39.16,1006.59,71.32,460.45,-11.42805878,-6.710168713,-12.2404467,-1.039411792,1.497130507
23.07,65.27,1013.24,58.38,443.42,19.75275753,-7.929095513,3.889256162,-1.05362282,2.300246573
26.42,59.54,1007.02,76.28,438.5,15.71415004,9.102175721,-6.370318097,1.132483984,-1.008487739
11.64,38.25,1013.33,85.79,472.34,-27.82999431,2.41318864,-4.512769911,-0.339146356,-0.194200679
17.11,49.78,1007.25,100.09,453.22,-11.24918177,24.42938948,-7.622666309,0.326357672,0.182369357
7.17,41.92,1031.97,83.86,485.08,-38.13949707,-3.914676157,14.71870083,5.165180594,-0.870290704
27.52,66.48,1004.99,52.54,429.67,34.71777873,-8.359840959,-5.407451064,-1.394859741,3.647314112
8.25,43.14,1011.3,87.1,479.95,-32.11560126,3.044284897,0.250909113,-7.861785751,0.85739298
24.49,59.87,1018.4,59.95,444.54,15.50138889,-8.74114454,3.748180812,5.001786758,-0.169541605
28.19,71.97,1008.85,84.67,438.8,18.90704203,19.80401624,2.980825429,-2.71628686,-3.126960801
17.76,40.55,1002.82,73.77,461.8,-11.54539689,-4.01872843,-13.58949799,-4.775605928,-0.581064619
20.9,67.71,1007.16,59.02,446.57,18.57089038,-6.901483434,2.811298033,-8.266453261,3.823823531
22.31,61.45,1009.25,98.56,437.05,7.980120348,30.22056896,-4.07313853,4.136404943,0.969308173
8.88,41.54,1019.05,80.77,484.99,-34.96631059,-5.396882808,5.87441401,-4.263571651,-1.273121529
20.01,52.9,1018.05,58.88,455.57,3.22709366,-14.50183754,2.811453785,2.438824464,0.368472815
23.36,59.15,1013.71,86.64,442.53,7.060006004,16.69674527,-0.863007263,4.996973707,-0.931996954
25.54,61.08,1013.14,71.15,447.06,11.20398366,1.805363004,1.583112323,0.38080133,-2.676942461
24.5,58.66,1011.54,57.92,451.03,11.89064211,-11.90807358,0.547088872,-2.705801267,-1.599214772
12.68,43.7,1016.07,86.89,471.8,-25.17123174,4.69972478,0.662220868,-0.481454122,-1.028019027
11.52,39.18,1023.43,83.29,474.35,-29.20167932,-1.297057008,3.408222969,5.489906425,-1.095296095
28.08,64.44,1013.02,64.34,440.26,21.01079572,-1.732787278,1.48638961,1.515344766,-2.058003309
28.66,74.93,1014.04,51.26,440.79,30.6576964,-11.29691955,9.64801289,-4.003030113,-0.969736162
30.02,69.04,1009.68,56.01,440.49,27.19719916,-7.881358612,2.456060274,-3.791640118,-2.641212808
9.53,40.62,1015.57,75.49,469.9,-22.09731671,-6.072682356,-1.759325533,0.329001469,3.577897342
18.58,63.78,1016.24,78.74,453.96,2.279472764,7.238683281,8.257749954,-1.71620535,0.850607888
8.91,40.11,1022.87,78.39,475.43,-28.46602571,-5.823251399,4.416079721,3.53609483,1.607706518
26.44,59.15,1013.35,60.71,439.65,19.59965561,-6.344249728,-1.820284367,4.130398239,-0.240835132
23.86,73.5,1011.34,87.32,438.62,17.15382243,22.37179506,6.025633969,-1.601149185,0.636434192
30.02,73.5,1010.52,44.91,429.84,40.94312778,-14.18688147,2.893272284,-1.191403119,2.002830795
12.17,49.83,1008.05,96.44,469.52,-23.1507177,16.57885185,-1.269139092,-7.444975522,0.040335549
25.58,61.08,1013.37,71.27,446.32,11.67080449,2.089023541,1.491896882,0.911939824,-2.510549373
12.73,40.27,1005.68,68.77,475.61,-21.63115984,-12.75990239,-6.865932526,-9.819524456,0.123787819
10.74,44.85,1014.25,71.61,476.83,-22.9778331,-10.24129851,2.387414556,-6.153369214,0.968405595
15.25,46.36,1019.69,95.83,461.68,-19.56567279,15.96379433,1.147424189,6.625650991,-1.301844998
27.35,77.95,1012.14,74.14,431.72,30.08078426,13.18580039,7.261735508,-0.725906248,1.039128181
30.28,67.22,1014.39,53.32,447.67,21.65069882,-13.26927768,6.590911549,-3.056962422,-5.272280212
24.88,51.43,1011.28,67.38,441.03,12.13158556,-2.3689659,-7.93626003,6.059009978,-0.138137726
33.74,69.98,1012.51,43.3,425.35,43.90175402,-15.56447444,-0.010430809,4.180003648,-0.234660224
32.57,65.74,1011.03,46.27,440.56,29.7022696,-17.85221246,1.030191769,-1.908894369,-4.319415113
27.54,68.27,1008.12,56.42,433,31.42354117,-5.554880725,-1.179960139,-1.181416512,2.063755007
16.09,44.71,1017.86,42.74,464.95,-2.811694935,-34.03117217,0.878767119,0.124493151,2.370800035
23.86,52.84,1006.56,48.94,444.66,17.26052754,-19.44969834,-8.408213718,-1.411415995,1.966601936
27.78,70.8,1009.81,79.57,431.44,25.18643084,16.66118264,0.636647525,1.558881181,-0.035384954
24.11,68.63,1014.34,45.28,448.45,22.80666415,-20.57621136,8.634038483,-5.231697749,1.183579365
6.39,35.57,1025.53,77.23,487.69,-40.14815712,-11.67342172,7.259932575,1.587845154,-0.156078354
14.16,39.28,1015.63,77.29,471.27,-22.95280909,-5.087777323,-2.762291483,0.833825938,-1.460982138
13.43,43.56,1013.02,66.36,472.94,-17.92825486,-14.20834289,-0.719216625,-4.867088356,0.215848129
20.11,42.04,1010.79,60.31,464.13,-7.819523701,-17.50351056,-6.629778539,-1.677518023,-2.607558213
7.32,39.42,1026.15,76.51,476.12,-29.52393437,-8.296700072,6.525935615,5.683496655,2.821442258
13.71,45.08,1023.35,82.93,468.43,-21.23726835,1.523638151,5.246133192,5.553584848,-0.959768154
21.49,68.28,1004.68,80.64,438,17.55397788,15.73282414,-1.649049108,-4.466499444,3.935016968
15.25,39.58,1012.1,73.05,466.21,-16.86227037,-7.161482065,-6.498273318,0.199974672,-0.209599323
19.81,56.65,1020.62,67.99,457.72,-0.166419238,-5.99424853,7.547150073,2.292393849,-1.038203454
25.71,71.73,1009.72,75.29,434.16,24.63664972,12.22129318,2.395490493,-0.732861604,1.550240716
9,36.3,1027.11,75.89,480.31,-33.4218323,-10.8890642,6.180874418,5.955096828,-0.230132102
28.85,57.19,1008.2,58.4,436.8,22.90970953,-7.627942079,-7.6388489,2.584586582,-1.124718634
14.66,40.73,1017.45,88.57,459.23,-17.85388278,8.706294211,-4.692802091,8.146126789,0.634924836
21.94,57.5,1014.64,78.52,451.1,2.543881358,6.377539968,1.666471822,1.641091274,-1.596458163
26.48,66.54,1011.61,51.9,438.87,27.26480899,-12.13427021,1.994468423,-1.014782877,1.359683172
24.08,49.3,1003.23,70.42,443.46,9.00178653,0.103043867,-13.83615055,0.19415606,-0.018948204
25.95,63.47,1011.77,66.22,445.5,15.60154685,-1.540867796,1.874528068,-1.407561034,-1.854376754
19.76,62.1,1020.07,73.55,450.44,5.738592661,2.553952077,8.474848784,3.204973144,1.031862968
5.07,40.07,1019.32,66.17,494.87,-38.62273153,-21.94110781,8.917912281,-9.51767875,0.617640669
5.62,41.38,1020.91,86.21,490.83,-42.45014555,-2.229464209,9.085625923,-5.34339529,-0.731113575
6.8,37.8,1021.09,70.02,485.96,-34.48735569,-16.77832407,5.434024474,-2.495714261,1.154456342
24.77,57.17,1010.66,73,441.12,12.89736228,4.345125017,-4.51953919,3.30798979,-0.308654044
18.59,44.63,1003.99,86.22,459.65,-12.43362285,8.966603512,-11.09073482,-3.729226756,-1.839111622
11.17,44.77,1018.2,79.6,470.85,-22.04194858,-1.732404978,2.801589129,0.312143331,1.34623879
25.87,47.01,1014.67,61.87,452.32,3.796379193,-11.97817905,-5.151611994,4.928133741,-4.49554656
15.46,37.64,1014.57,87.53,462.96,-21.04595309,6.27089962,-7.558531434,5.697344382,-1.139222949
22.63,58.41,1013.69,90.32,445.43,3.056571325,19.11218622,-0.454179646,4.222478545,-1.567978916
29.59,74.78,1009.45,55.75,436.77,32.67735783,-5.610112823,5.08055482,-4.973966633,-0.739940629
22.25,60.84,1018.07,73.67,443.99,10.69870762,4.308474652,3.987177825,5.553851645,0.772847055
31.53,74.99,1003.93,58.29,432.34,36.31368183,-1.403021777,-0.053428134,-6.699738135,-1.049883335
17.95,49.21,1012.05,59.44,455.1,1.644652021,-14.1831649,-3.532722286,-0.106756424,2.61791144
29.45,64.96,1005.52,59.92,433.04,29.40414441,-2.897547088,-5.401371746,-1.12198835,-0.09322599
31.31,64.44,1014.24,51.08,438.14,28.22501323,-13.4791102,1.519024402,2.526084053,-3.153267923
8.41,40.67,1019.97,69.2,489.25,-34.46605437,-17.52636855,7.526574521,-6.186428474,-1.086020975
22.85,60.08,1018.05,67.12,452.5,6.844123644,-4.190963861,6.219087138,1.377919213,-1.823784694
16.02,39.54,1007.73,72.81,466.15,-15.95845123,-6.888215529,-9.477612738,-2.936284413,-0.594893939
15.12,43.79,1016.37,75.62,470.11,-19.07727928,-5.212453945,0.340638853,-0.281407852,-1.652296827
14.47,48.79,1017.05,69.87,466.25,-12.04061016,-8.255602583,3.151460013,-0.853286277,0.963763876
12.1,41.17,1013.72,75.61,478.1,-26.67309511,-7.78231728,-0.293487084,-4.97148833,-1.267701279
15.38,43.99,1022.42,83.41,462.48,-17.07270539,3.393892625,1.816080365,8.347066681,-0.705680849
22.16,65.48,1017.22,70.51,446,12.79693251,2.160769287,7.295282594,1.513767356,0.842673873
26.31,72.39,1001.16,88.43,434.53,21.16584959,25.3448667,-2.96485893,-6.377550181,0.137721864
15.14,39.72,1002.96,72.52,460.15,-11.16136313,-4.987873635,-14.25883493,-3.788647536,2.476561393
26.49,61.86,1012.55,74.24,440.21,15.71272967,6.762383634,-0.612560944,3.133044253,-1.660609009
23.06,56.85,1012.5,64.03,440.03,16.02672036,-3.929146176,-3.499541378,4.457016946,2.419714563
16.21,50.9,1012.46,84.45,462.68,-12.65794244,7.201633017,-0.041850392,-2.20346041,-0.630496745
8.76,41.82,1033.29,76.5,480.08,-31.60545095,-9.510403999,13.90149874,8.035696854,-0.13783709
11.92,40.55,1016.91,100.07,472.45,-32.35473822,15.74508237,-0.910835684,2.372816712,-2.084684247
28.64,73.4,1011.48,52.84,441.32,29.26265505,-10.10052012,7.076525281,-5.282530605,-1.18191063
17.95,59.15,1012.73,84.27,449.14,1.647417913,12.79563458,1.256189576,0.583471299,2.392567195
33.82,73.03,1013.49,42.17,439.3,35.7863502,-19.65054736,7.128386434,-3.209655716,-4.480028496
5.82,40.78,1024.82,96.01,470.02,-31.93426263,11.78113743,4.416328104,8.468345118,4.302466932
20.41,48.06,1012.62,76.21,451.26,-1.620531124,1.954836083,-5.787046627,4.244854141,-0.308265362
31.23,72.58,1006.61,60.8,427.58,37.16250418,1.257092997,-1.466019476,-1.15228214,0.163297479
6.58,40.07,1014.22,55.44,493.72,-32.76425697,-30.9398737,5.27882126,-13.52420024,1.005957972
13.1,41.48,1009,87.41,460.34,-17.27024823,8.448789009,-9.141666088,0.841808851,2.485305984
20.13,40.33,1005.31,85.42,460.09,-14.26717647,6.863478862,-13.16908796,-0.890647344,-3.648935643
29.12,74.87,1009.85,62.51,435.51,30.95095758,0.928039596,4.916604727,-3.593805658,-0.619188209
19.57,68.61,1011.13,96.4,448.73,2.895862919,26.73452802,6.068127323,-3.747102623,0.33805521
25.38,72.24,1010.76,89.64,432.3,20.73412914,25.95150652,2.570135826,1.848735056,0.926435901
12.56,41.4,1019.23,74.26,472.54,-22.65669529,-8.079255257,1.672787859,1.516690062,-0.182176363
28.25,57.19,1007.99,67.9,436.99,19.14052562,1.088285025,-7.845198116,3.095139596,-1.580342753
27.24,77.17,1009.37,81.51,439.12,22.04416163,18.09455844,7.126070899,-5.27559296,-1.783820108
16.41,44.92,1024.27,84.16,462.12,-16.54153124,4.230674404,3.40709047,9.573167499,-1.717320071
26.1,63.56,1013.12,61,442.75,19.38981752,-5.736564566,2.037613318,0.413342424,-0.685254113
17.37,41.23,998.79,68.44,461.08,-8.360559418,-8.119392254,-15.82864464,-8.198340558,0.866407788
31.81,66.44,1011.21,53.55,426.84,36.90197323,-7.321281231,-2.783718941,4.920343994,-0.028011671
13.83,45.08,1024.2,80.52,465.5,-18.33864889,-0.004414427,4.909894818,7.367390498,0.035225986
28.43,73.18,1012.52,71.05,427.11,32.42446355,10.30069562,2.753330371,3.80071283,1.52000313
12.07,38.25,1012.67,81.66,470.36,-24.69169184,-0.783994026,-5.532816038,-0.207571146,0.490689436
14.73,58.2,1019.45,82.48,458.56,-6.736675339,7.606010971,8.379927853,1.163293846,2.14610034
16.65,56.89,1013.52,87.44,452.52,-3.544457794,14.12198804,1.388891517,0.815627415,2.062859945
22.56,60.29,1018.19,67.53,447.15,10.50139759,-2.345631618,4.784558659,3.918920054,0.084863777
23.76,61.5,1009.15,68.52,441.16,16.52367837,1.49079684,-2.343302163,-0.316835276,1.408430084
14.72,38.91,1015.17,61.75,468.87,-15.51222099,-18.7991466,-3.813073516,0.538206154,0.371548179
22.63,58.49,1010.94,72.7,448.38,7.782498707,2.416544609,-0.892868921,-0.708178403,-0.494137439
21.82,58.66,1011.71,64.37,452.16,7.86756377,-6.316486858,1.186953575,-2.759129581,-0.106757792
20.88,47.45,1007.5,76.21,449.34,0.239555401,2.877704339,-10.20193067,1.702624497,0.169290488
18.4,43.96,1012.4,77.81,464.63,-14.36114054,-1.213465988,-4.287391471,-0.288256926,-2.964592189
23.29,65.61,1014.81,70.27,447.67,12.41735061,1.803702805,6.216143365,-1.050956135,-0.548179481
26.65,74.67,1015.73,77.32,435.9,23.64459563,13.74017363,8.71268576,1.71525958,-0.348279102
24.62,72.43,1007.97,84.36,436.89,19.60256126,20.20826568,2.528583454,-2.955120741,0.943219901
27.94,69.84,1003.11,70.47,428.67,30.90785634,9.508908532,-5.090398403,-2.364450743,2.023444083
27.96,68.51,1007.26,63.21,432.07,29.96304847,1.109644827,-2.061657245,-0.890990055,1.334424546
25.52,71.73,1009.91,79.55,434.67,22.63265335,15.98576097,2.613712574,-0.48957598,1.119111956
9.28,41.38,1021.96,72.22,486.18,-33.01048589,-13.94799485,8.17292241,-3.295947117,-1.351188797
20.5,51.19,1009,91.79,445.35,-1.070510586,19.1007218,-8.228178699,4.198833072,0.265090392
24.38,47.01,1015.17,68.96,454.85,-1.127315481,-6.195371496,-4.002609485,4.593864785,-4.648925495
25.69,59.54,1004.05,81.69,439.06,13.48440011,14.25427662,-8.159729896,-0.915108252,-0.850554088
13.86,44.21,1022.6,83.56,468.3,-21.66371979,1.996225354,4.094873512,5.537653582,-1.117400177
31.44,64.44,1014.04,49.15,437.6,29.3811788,-15.08895411,1.243079296,2.480755522,-2.894649633
26.88,69.51,1012.76,45.03,436.3,33.05657042,-17.12335262,4.045307734,-0.909525125,2.564977828
27.83,69.04,1009.69,63.79,443.24,21.70735547,-1.475397283,3.420574871,-4.58118074,-2.242824967
29.66,59.22,1013.25,61.2,441.58,19.10061589,-6.345990838,-1.604886002,3.378399634,-3.913348981
11.49,41.54,1020.17,70.91,476.74,-24.80891509,-12.36690934,3.901922763,-0.193563445,-0.205901609
5.62,41.31,1001.37,89.16,485.6,-37.36812863,4.017536997,-5.423338456,-16.98044526,1.931404125
31,71.77,1006.29,48.56,431.07,38.71774125,-11.12897806,-0.838997218,-3.692678466,0.522200011
28.18,71.85,1008.78,82.88,427.83,27.32341836,21.06679767,-0.579247043,2.311695622,0.503420525
5.76,40.07,1013.22,62.99,494.67,-36.33117501,-24.13857524,4.863430242,-14.13238653,0.772731527
14.73,36.99,1007.32,90.84,468.23,-25.64467458,8.529871729,-11.04668499,-1.590674007,-1.983781062
24.91,57.17,1010.88,72.97,446.01,9.440398948,2.986392919,-2.843986653,1.17100965,-1.984986711
25.12,77.95,1009.26,82.95,433.4,25.32939764,21.14414225,5.985753871,-3.05467388,1.901469362
21.42,56.89,1014.39,84.05,444.86,4.535258361,13.00389798,-0.941259294,5.1159446,0.267524104
26.06,54.5,1015.52,67.12,451.67,5.99873844,-5.109673341,0.151395874,2.770091911,-4.690241507
21.14,58.98,1009.05,94.36,448.31,-0.070153045,22.70565949,-2.096425946,-0.585941653,-1.139882199
6.91,39.37,1019.58,71.02,488.2,-35.44672629,-15.8805581,6.190527325,-5.314974828,0.427959535
13.97,53.82,1016.81,62.32,465.24,-6.198477428,-13.60870126,6.30483612,-3.601150512,2.794168467
14.64,42.77,1017.59,79.6,464.27,-17.18039888,-0.388788086,-1.432343222,4.153725608,0.087076108
31.58,66.54,1003.26,54,429.73,35.66039581,-6.782251485,-6.969822825,-2.320400853,-0.217961119
10.27,41.44,1017.04,77.09,479.3,-28.92769039,-7.054335215,2.613009367,-3.224342911,-0.287291426
7.94,43.65,1018.75,59.45,479.8,-22.6877271,-23.07333748,6.020530119,-4.887823746,3.551036104
9.32,36.3,1027.67,73.25,479.52,-31.86457563,-13.16754772,6.314643332,6.540812107,-0.050666285
11.87,41.58,1017.29,90.3,464.77,-22.86575958,9.026846483,-2.184644561,4.964589647,1.397816985
22.58,43.79,1015.66,44.18,460.3,1.828985203,-31.38954222,-3.422850759,1.705136303,-2.318136939
19.2,59.21,1017.84,89.56,450.86,-1.736368205,16.67492956,4.921336142,4.03594707,-0.209138719
30.18,68.24,1009.31,64.06,427.38,33.29605476,2.875229621,-2.663013791,3.183236054,0.47696824
26.27,71.98,1005.72,86.15,427.65,26.10948926,24.4770206,-2.394023387,0.223889898,2.234983333
19.39,43.14,1012.75,44.21,464.55,-2.162392997,-32.38210844,-4.053955083,-2.353043243,-0.488738547
12.81,44.34,1015.55,90.37,474.03,-27.60900221,7.533646824,1.375897876,-1.917923239,-2.138686658
30.93,69.98,1013.33,62.1,432.25,31.13062588,-0.214162403,2.63675253,2.910357314,-1.739693402
20.03,57.19,1007.31,81.69,446.46,4.865869881,11.24395759,-4.641405052,-1.286845405,1.811741501
27.34,71.29,1008.32,56.51,434.94,31.41495678,-5.228784253,1.635777278,-3.384276666,1.772692573
17.7,48.98,1015.79,83.18,454.41,-7.206053046,7.394264501,-1.933991449,5.053516494,0.368043988
20.61,65.61,1014.91,83.82,449.72,5.152375418,13.6965454,6.953524989,-0.994443529,-0.067653642
13.82,40.2,1013.19,90.11,466.99,-23.93247378,8.370002014,-5.311873797,1.672028368,-0.90252075
31.77,76.09,1007.4,73.36,431.69,31.44923234,12.55908134,2.409618717,-3.07913795,-2.798414821
26.55,69.45,1013.88,55.39,435.64,29.46540606,-7.546574453,4.348006768,1.100201914,1.940214591
20.42,62.96,1020.34,84,452.08,1.348359953,11.94174307,9.460750058,3.145399586,-1.1498535
20.76,59.04,1012.51,85.39,448.92,2.24765672,13.91142469,0.624409266,0.866563115,-0.2860217
26.08,76.86,1003.3,79.49,436.85,24.65027101,17.41579726,2.412570351,-8.776686409,0.622969125
22.86,66.48,1003.77,71.22,435.56,22.38880006,7.354910663,-4.196864919,-3.82856013,4.34941806
30.33,70.32,1007.75,52.49,430.1,36.86062808,-7.794777566,-1.183588441,-1.191547696,0.88086354
27.22,67.9,1005.73,57.29,441.22,25.26778821,-6.789840118,-0.370502125,-6.59161029,-0.157249683
25.22,69.88,1007.17,80.26,443.24,15.6041661,14.1630982,2.30183816,-5.634286478,-1.26459434
15.3,38.62,1017.19,70.63,462.65,-14.543785,-9.247137016,-4.911930741,5.880570663,0.713014056
